,Model Name,Price,Discount,Avg Rating,Rating Count,Review Count,Memory Details,Screen Dimention,Lens Detail,Battery Capacity,Processor,Warranty
324,"Samsung Galaxy M20 (Charcoal Black, 64 GB)",13290.0,,4.3,"2,983 Ratings ", 245 Reviews,4 GB RAM | 64 GB ROM |,16.0 cm (6.3 inch) Display,13MP Rear Camera,5000 mAh Battery,0,12 months
325,"Alcatel 5V (Black, 32 GB)",12999.0,,4.6,44 Ratings , 7 Reviews,3 GB RAM | 32 GB ROM |,15.75 cm (6.2 inch) Display,16MP Rear Camera,4000 mAh Battery,18 MONTHS,
326,"OPPO F11 Pro (Thunder Black, 64 GB)",14990.0,48% off,4.4,"97,270 Ratings "," 9,398 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Full HD+ Display,48MP + 5MP | 16MP Front Camera,4000 mAh Li-polymer Battery,MediaTek Helio P70 Octa Core 2.1 GHz Processor,0
327,"Vivo V15 Pro (Topaz Blue, 128 GB)",19990.0,39% off,4.5,"25,983 Ratings "," 2,459 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.23 cm (6.39 inch) Full HD+ Display,48MP + 5MP + 8MP | 32MP Front Camera,3700 mAh Li-ion Battery,Qualcomm Snapdragon 675AIE Octa Core 2.0GHz Processor,0
328,"Samsung Galaxy S10e (Prism White, 128 GB)",47990.0,18% off,4.5,522 Ratings , 78 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,14.73 cm (5.8 inch) Full HD+ Display,16MP + 12MP | 10MP Front Camera,3100 mAh Lithium-ion Battery,Exynos 9 9820 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
329,"Samsung Galaxy S10 Plus (Ceramic White, 1 TB)",113900.0,11% off,4.6,17 Ratings , 3 Reviews,12 GB RAM | 1 TB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Quad HD+ Display,16MP + 12MP | 10MP + 8MP Dual Front Camera,4100 mAh Lithium-ion Battery,Exynos 9 9820 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
330,"Redmi Note 7 (Onyx Black, 64 GB)",11999.0,20% off,4.5,"1,71,818 Ratings "," 16,297 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,12MP + 2MP | 13MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 660 AIE Processor,0
331,"Redmi Note 7 (Ruby Red, 64 GB)",10989.0,26% off,4.5,"1,71,818 Ratings "," 16,297 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,12MP + 2MP | 13MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 660 AIE Processor,0
332,"Redmi Note 7 (Ruby Red, 32 GB)",10688.0,17% off,4.4,"1,28,333 Ratings "," 14,100 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,12MP + 2MP | 13MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 660 AIE Processor,0
333,"Redmi Note 7 Pro (Neptune Blue, 128 GB)",14999.0,16% off,4.5,"2,18,379 Ratings "," 18,747 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 5MP | 13MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 675 Processor,0
334,"itel a40 (Dark Blue, 8 GB)",10999.0,,,,,1 GB RAM | 8 GB ROM |,12.7 cm (5 inch) Display,5MP Rear Camera,2400 mAh Battery,0,1 Year Manufacturer Warranty
335,"Samsung Galaxy A50 (White, 64 GB)",17999.0,25% off,4.4,"9,213 Ratings ", 847 Reviews,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Full HD+ Display,25MP + 5MP + 8MP | 25MP Front Camera,4000 mAh Lithium-ion Battery,Exynos 9610 Processor,0
336,"Samsung Galaxy A50 (Blue, 64 GB)",14999.0,28% off,4.3,"42,577 Ratings "," 4,171 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Full HD+ Display,25MP + 5MP + 8MP | 25MP Front Camera,4000 mAh Lithium-ion Battery,Exynos 9610 Processor,0
337,"Samsung Galaxy A50 (White, 64 GB)",14999.0,28% off,4.3,"42,577 Ratings "," 4,171 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Full HD+ Display,25MP + 5MP + 8MP | 25MP Front Camera,4000 mAh Lithium-ion Battery,Exynos 9610 Processor,0
338,"Samsung Galaxy A30 (Red, 64 GB)",18000.0,,4.4,"16,421 Ratings "," 1,363 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Full HD+ Display,16MP + 5MP | 16MP Front Camera,4000 mAh Lithium-ion Battery,Exynos 7904 Processor,0
339,"OPPO F11 Pro (Aurora Green, 64 GB)",14990.0,48% off,4.4,"97,270 Ratings "," 9,398 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Full HD+ Display,48MP + 5MP | 16MP Front Camera,4000 mAh Li-polymer Battery,MediaTek Helio P70 Octa Core 2.1 GHz Processor,0
340,"Samsung Galaxy M30 (Gradation Blue, 128 GB)",19488.0,,4.3,224 Ratings , 17 Reviews,6 GB RAM | 128 GB ROM |,16.26 cm (6.4 inch) Display,13MP Rear Camera,5000 mAh Battery,0,12 Months
341,"Samsung Galaxy M20 (Ocean Blue, 32 GB)",10999.0,2% off,4.1,712 Ratings , 48 Reviews,32 GB ROM |,16.0 cm (6.3 inch) Display,13MP Rear Camera,5000 mAh Battery,12,
342,"Samsung Galaxy S10e (Prism Black, 128 GB)",47990.0,18% off,4.5,522 Ratings , 78 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,14.73 cm (5.8 inch) Full HD+ Display,16MP + 12MP | 10MP Front Camera,3100 mAh Lithium-ion Battery,Exynos 9 9820 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
343,"Redmi Note 7 Pro (Nebula Red, 128 GB)",14999.0,16% off,4.5,"2,18,379 Ratings "," 18,747 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 5MP | 13MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 675 Processor,0
344,"Samsung Galaxy A30 (Black, 64 GB)",13990.0,22% off,4.4,"16,421 Ratings "," 1,363 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Full HD+ Display,16MP + 5MP | 16MP Front Camera,4000 mAh Lithium-ion Battery,Exynos 7904 Processor,0
345,"Samsung Galaxy M30 (Gradation Blue, 64 GB)",13965.0,15% off,4.4,"2,939 Ratings ", 222 Reviews,4 GB RAM | 64 GB ROM |,16.26 cm (6.4 inch) Display,13MP Rear Camera,5000 mAh Battery,0,12 Months
346,"Vivo V15 (Glamour Red, 64 GB)",26990.0,,4.4,"31,993 Ratings "," 2,695 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.59 cm (6.53 inch) Full HD+ Display,12MP (24 Million Photosensitive Units) + 8MP + 5MP | 32MP Front Camera,4000 mAh Li-ion Battery,MTK Helio P70 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
347,"Vivo V15 Pro (Ruby Red, 128 GB)",23990.0,,4.5,"25,983 Ratings "," 2,459 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.23 cm (6.39 inch) Full HD+ Display,"48 Million Quad Pixel Sensor (12 Million Effective Pixel) + 8MP + 5MP, AI Triple Rear Camera | 32MP Front Camera",3700 mAh Li-ion Battery,Qualcomm Snapdragon 675AIE Octa Core 2.0GHz Processor,0
348,"Nokia 5.1 Plus (Black, 64 GB)",10400.0,34% off,4.1,121 Ratings , 7 Reviews,4 GB RAM | 64 GB ROM |,14.73 cm (5.8 inch) HD+ Display,13MP + 5MP | 8MP Front Camera,3060 mAh Battery,0,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
349,"Vivo Y91i (Ocean Blue, 32 GB)",10089.0,,4.3,"10,833 Ratings ", 874 Reviews,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,4030 mAh Li-ion Battery,MTK Helio P22 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
350,"Vivo Y91i (Fusion Black, 32 GB)",10089.0,,4.3,"10,833 Ratings ", 874 Reviews,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,4030 mAh Li-ion Battery,MTK Helio P22 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
351,"Samsung Galaxy S10 Plus (Prism Blue, 128 GB)",61900.0,20% off,4.6,"1,120 Ratings ", 122 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Quad HD+ Display,16MP + 12MP | 10MP + 8MP Dual Front Camera,4100 mAh Lithium-ion Battery,Exynos 9 9820 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
352,"Samsung Galaxy S10 (Prism Black, 128 GB)",54900.0,22% off,4.6,"1,464 Ratings ", 155 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,15.49 cm (6.1 inch) Quad HD+ Display,16MP + 12MP | 10MP Front Camera,3400 mAh Lithium-ion Battery,Exynos 9 9820 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
353,"Blackberry Evolve (Black, 64 GB)",13990.0,53% off,3.7,"2,389 Ratings ", 355 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.21 cm (5.99 inch) Full HD+ Display,13MP + 13MP | 16MP Front Camera,4000 mAh Battery,Qualcomm SDM450 with 64 bit Octa-core 1.8GHz Cortex-A53 Processor,1 Year
354,"Redmi Note 7 (Sapphire Blue, 64 GB)",11999.0,20% off,4.5,"1,71,818 Ratings "," 16,297 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,12MP + 2MP | 13MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 660 AIE Processor,0
355,"Nokia 5.1 Plus (Blue, 64 GB)",10490.0,34% off,4.1,121 Ratings , 7 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 400 GB,14.73 cm (5.8 inch) HD+ Display,13MP + 5MP | 8MP Front Camera,3060 mAh Battery,MediaTek Helio P60 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
356,"Vivo Y91i (Ocean Blue, 16 GB)",10500.0,,4.3,"10,833 Ratings ", 874 Reviews,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,4030 mAh Li-ion Battery,MTK Helio P22 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
357,"Vivo Y91i (Fusion Black, 16 GB)",10990.0,,4.3,"10,833 Ratings ", 874 Reviews,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,4030 mAh Li-ion Battery,MTK Helio P22 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
358,"Vivo V15 (Frozen Black, 64 GB)",19990.0,25% off,4.4,"31,993 Ratings "," 2,695 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.59 cm (6.53 inch) Full HD+ Display,12MP + 5MP + 8MP | 32MP Front Camera,4000 mAh Li-ion Battery,MTK Helio P70 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
359,"Vivo Y91 (Starry Black, 32 GB)",10990.0,,4.3,"5,788 Ratings ", 544 Reviews,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4030 mAh Li-ion Battery,Helio P22 (MTK6762R) Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
360,"Tecno Camon i 2x (Gold, 64 GB)",10999.0,21% off,4.6,88 Ratings , 6 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 5MP | 16MP Front Camera,3750 mAh Battery,0,12+1 Month Warranty Provided by the Manufacturer
361,"OPPO A7 (Glaze Blue, 64 GB)",12990.0,23% off,4.3,"1,683 Ratings ", 142 Reviews,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 16MP Front Camera,4230 mAh Battery,Qualcomm Snapdragon 450 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
362,"OPPO A7 (Glaring Gold, 64 GB)",12990.0,23% off,4.3,"1,683 Ratings ", 142 Reviews,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 16MP Front Camera,4230 mAh Battery,Qualcomm Snapdragon 450 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
363,"Vivo Y91 (Ocean Blue, 32 GB)",11390.0,5% off,4.3,"5,788 Ratings ", 544 Reviews,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4030 mAh Li-ion Battery,Helio P22 (MTK6762R) Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
364,"Realme U1 (Brave Blue, 64 GB)",10534.0,18% off,4.4,"1,459 Ratings ", 124 Reviews,4 GB RAM | 64 GB ROM |,16.0 cm (6.3 inch) Display,13MP Rear Camera,3500 mAh Battery,0,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
365,"Realme U1 (Ambitious Black, 64 GB)",10240.0,33% off,4.4,"1,459 Ratings ", 124 Reviews,4 GB RAM | 64 GB ROM |,16.0 cm (6.3 inch) Display,13MP Rear Camera,3500 mAh Battery,0,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
366,"Realme U1 (Fiery Gold, 64 GB)",10990.0,,4.4,"1,459 Ratings ", 124 Reviews,4 GB RAM | 64 GB ROM |,16.0 cm (6.3 inch) Display,13MP Rear Camera,3500 mAh Battery,0,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
367,"Redmi 6 Pro (Rose Gold, 64 GB)",10999.0,18% off,4.3,"9,396 Ratings ", 657 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,14.83 cm (5.84 inch) Full HD+ Display,12MP + 5MP | 5MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 625 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
368,"Lava Z92 (Ocean Blue, 32 GB)",12500.0,,4.4,38 Ratings , 11 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,3260 mAh Li-polymer Battery,MediaTek Helio P22 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
369,"Mi A2 (Red, 128 GB)",15999.0,21% off,4.1,"1,975 Ratings ", 170 Reviews,6 GB RAM | 128 GB ROM |,15.21 cm (5.99 inch) Full HD+ Display,20MP + 12MP | 20MP Front Camera,3010 mAh Battery,Qualcomm Snapdragon 660 AIE Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
370,"Mi A2 (Black, 128 GB)",15999.0,21% off,4.1,"1,975 Ratings ", 170 Reviews,6 GB RAM | 128 GB ROM |,15.21 cm (5.99 inch) Full HD+ Display,20MP + 12MP | 20MP Front Camera,3010 mAh Battery,Qualcomm Snapdragon 660 AIE Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
371,"Realme 1 (Moonlight Silver, 128 GB)",10990.0,26% off,4.3,340 Ratings , 39 Reviews,6 GB RAM | 128 GB ROM |,15.24 cm (6 inch) Display,13MP Rear Camera,3410 mAh Battery,0,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
372,"Realme 1 (Diamond Black, 128 GB)",10999.0,26% off,4.3,340 Ratings , 39 Reviews,6 GB RAM | 128 GB ROM |,15.24 cm (6 inch) Display,13MP Rear Camera,3410 mAh Battery,0,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
373,"Realme 1 (Diamond Red, 32 GB)",11900.0,8% off,,,,3 GB RAM | 32 GB ROM |,15.24 cm (6 inch) Display,13MP Rear Camera,3410 mAh Battery,0,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
374,"Realme 1 (Diamond Red, 64 GB)",10299.0,23% off,4.2,219 Ratings , 19 Reviews,4 GB RAM | 64 GB ROM |,15.24 cm (6 inch) Display,13MP Rear Camera,3410 mAh Battery,0,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
375,"Realme 1 (Diamond Black, 32 GB)",11990.0,7% off,,,,3 GB RAM | 32 GB ROM |,15.24 cm (6 inch) Display,13MP Rear Camera,3410 mAh Battery,0,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
376,"Realme 1 (Black, 64 GB)",10990.0,26% off,4.2,219 Ratings , 19 Reviews,4 GB RAM | 64 GB ROM |,15.24 cm (6 inch) Display,13MP Rear Camera,3410 mAh Battery,0,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
377,"Realme 1 (Moonlight Silver, 32 GB)",10999.0,15% off,,,,3 GB RAM | 32 GB ROM |,15.24 cm (6 inch) Display,13MP Rear Camera,3410 mAh Battery,0,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
378,"LG G7+ ThinQ (Blue, 128 GB)",37999.0,30% off,4.5,"2,253 Ratings ", 612 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,15.49 cm (6.1 inch) Quad HD+ Display,16MP + 16MP | 8MP Front Camera,3000 mAh Li-ion Battery,Qualcomm Snapdragon 845 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
379,"Moto G7 Power (Ceramic Black, 64 GB)",12899.0,19% off,4.3,"1,464 Ratings ", 137 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,15.75 cm (6.2 inch) HD+ Display,12MP Rear Camera | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 632 Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories
380,"Honor 10 Lite (Sapphire Blue, 64 GB)",10999.0,35% off,4.4,"61,505 Ratings "," 6,587 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,15.77 cm (6.21 inch) Full HD+ Display,13MP + 2MP | 24MP Front Camera,3400 mAh Lithium Polymer Battery,Kirin 710 2.2GHz Octa Core Processor,0
381,"Honor 10 Lite (Midnight Black, 64 GB)",10999.0,35% off,4.4,"61,505 Ratings "," 6,587 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,15.77 cm (6.21 inch) Full HD+ Display,13MP + 2MP | 24MP Front Camera,3400 mAh Lithium Polymer Battery,Kirin 710 2.2GHz Octa Core Processor,0
382,"Honor 10 Lite (Sapphire Blue, 64 GB)",11499.0,39% off,4.4,"12,316 Ratings "," 1,167 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,15.77 cm (6.21 inch) Full HD+ Display,13MP + 2MP | 24MP Front Camera,3400 mAh Lithium Polymer Battery,Kirin 710 2.2GHz Octa Core Processor,0
383,"Honor 10 Lite (Sky Blue, 64 GB)",11499.0,39% off,4.4,"12,316 Ratings "," 1,167 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,15.77 cm (6.21 inch) Full HD+ Display,13MP + 2MP | 24MP Front Camera,3400 mAh Lithium Polymer Battery,Kirin 710 2.2GHz Octa Core Processor,0
384,"Redmi Y2 (Blue, 64 GB)",10999.0,18% off,4.4,"24,614 Ratings "," 1,786 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.21 cm (5.99 inch) HD+ Display,12MP + 5MP | 16MP Front Camera,3080 mAh Li Polymer Battery,Qualcomm Snapdragon 625 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
385,"OPPO K1 (Piano Black, 64 GB)",10990.0,42% off,4.4,"66,209 Ratings "," 6,925 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.28 cm (6.41 inch) Display,16MP + 2MP | 25MP Front Camera,3600 mAh Battery,Qualcomm Snapdragon 660 Octa Core 1.95 GHz Processor,0
386,"OPPO K1 (Astral Blue, 64 GB)",10990.0,42% off,4.4,"66,209 Ratings "," 6,925 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.28 cm (6.41 inch) Display,16MP + 2MP | 25MP Front Camera,3600 mAh Battery,Qualcomm Snapdragon 660 Octa Core 1.95 GHz Processor,0
387,"Redmi 6 Pro (Lake Blue, 64 GB)",10999.0,18% off,4.3,"9,396 Ratings ", 657 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,14.83 cm (5.84 inch) Full HD+ Display,12MP + 5MP | 5MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 625 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
388,"Redmi 6 Pro (Gold, 64 GB)",11000.0,18% off,4.3,"9,396 Ratings ", 657 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,14.83 cm (5.84 inch) Full HD+ Display,12MP + 5MP | 5MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 625 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
389,"Vivo Y81i (Black, 16 GB)",10958.0,,4.4,"3,757 Ratings ", 320 Reviews,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,3260 mAh Li-ion Battery,MediaTek Helio A22 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
390,"LG Q Stylus+ (Black, 64 GB)",24000.0,,3.9,960 Ratings , 148 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.75 cm (6.2 inch) Full HD+ Display,16MP Rear Camera | 8MP Front Camera,3300 mAh Battery,MediaTek MTK 6750S 1.5 Ghz Octa-core Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
391,"LG V30+ (Silver, 128 GB)",60000.0,,4.4,"1,612 Ratings ", 344 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,15.24 cm (6 inch) Quad HD+ Display,16MP + 13MP | 5MP Front Camera,3300 mAh Battery,Qualcomm Snapdragon 835 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
392,"LG V30+ (Black, 128 GB)",60000.0,,4.4,"1,612 Ratings ", 344 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,15.24 cm (6 inch) Quad HD+ Display,16MP + 13MP | 5MP Front Camera,3300 mAh Battery,Qualcomm Snapdragon 835 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
393,"Honor 8X (Blue, 64 GB)",10999.0,38% off,4.4,"6,546 Ratings ", 695 Reviews,4 GB RAM | 64 GB ROM |,16.51 cm (6.5 inch) Full HD+ Display,20MP + 2MP | 16MP Front Camera,3750 mAh Battery,Kirin 710 Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
